,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002371.SZ,2019-01-02,37.7522,38.5512,37.5025,38.2616,37.7123,0.5493,1.4566,43782.8200,167339.7070
1,002371.SZ,2019-01-03,38.0019,38.7310,37.9620,38.1118,38.2616,-0.1498,-0.3915,40771.5700,156600.3130
2,002371.SZ,2019-01-04,37.5525,39.6099,37.4526,39.1605,38.1118,1.0487,2.7516,58633.6600,227148.7160
3,002371.SZ,2019-01-07,39.9994,42.7459,39.9994,42.0368,39.1605,2.8763,7.3449,125152.2500,520324.5780
4,002371.SZ,2019-01-08,41.9969,42.9157,41.7472,42.0068,42.0368,-0.0300,-0.0714,81157.1700,343557.6260
5,002371.SZ,2019-01-09,42.1267,43.7447,41.6972,42.3165,42.0068,0.3097,0.7373,94645.3500,403429.0770
6,002371.SZ,2019-01-10,42.0468,42.5262,41.4476,41.5075,42.3165,-0.8090,-1.9118,52598.8200,220660.7420
7,002371.SZ,2019-01-11,41.6373,42.2366,41.0780,41.4376,41.5075,-0.0699,-0.1684,44171.0100,183991.0110
8,002371.SZ,2019-01-14,41.6373,41.6373,40.2690,40.6486,41.4376,-0.7890,-1.9041,39869.9700,162223.6590
9,002371.SZ,2019-01-15,40.5287,41.7472,40.3290,41.7472,40.6486,1.0986,2.7027,54856.4300,225515.0960
10,002371.SZ,2019-01-16,41.4775,43.0256,41.3377,41.3477,41.7472,-0.3995,-0.9570,63589.3400,268047.2590
11,002371.SZ,2019-01-17,41.1579,41.6972,40.3090,40.4089,41.3477,-0.9388,-2.2705,50777.4900,207261.9090
12,002371.SZ,2019-01-18,40.3489,41.5874,40.0793,40.8383,40.4089,0.4294,1.0626,42253.4900,172251.6120
13,002371.SZ,2019-01-21,40.8383,42.6460,40.5687,42.4962,40.8383,1.6579,4.0597,99783.4300,420693.1300
14,002371.SZ,2019-01-22,42.4463,42.6161,41.7572,42.3664,42.4962,-0.1298,-0.3054,54961.7600,231911.0990
15,002371.SZ,2019-01-23,42.0468,42.4363,41.4975,42.0568,42.3664,-0.3096,-0.7308,32720.8000,137761.6630
16,002371.SZ,2019-01-24,42.0867,46.2615,42.0867,45.7421,42.0568,3.6853,8.7627,180392.7000,811233.9010
17,002371.SZ,2019-01-25,45.7521,46.8407,45.4325,45.6922,45.7421,-0.0499,-0.1091,114239.1300,527069.8100
18,002371.SZ,2019-01-28,46.1416,47.1903,45.7122,45.7122,45.6922,0.0200,0.0438,81697.9700,378860.7240
19,002371.SZ,2019-01-29,45.3526,46.3813,44.8433,45.8120,45.7122,0.0998,0.2183,62723.5300,286778.3470
20,002371.SZ,2019-01-30,45.4125,46.4313,45.0130,45.0630,45.8120,-0.7490,-1.6349,42224.5200,192812.4450
21,002371.SZ,2019-01-31,45.2927,46.5910,45.2927,45.6023,45.0630,0.5393,1.1968,54548.6800,250790.4800
22,002371.SZ,2019-02-01,45.9519,47.7396,45.5424,47.4500,45.6023,1.8477,4.0518,68686.4700,322246.7400
23,002371.SZ,2019-02-11,47.5598,49.7870,47.5598,48.8382,47.4500,1.3882,2.9256,61064.4000,298520.5310
24,002371.SZ,2019-02-12,48.5286,49.0280,47.6397,48.0892,48.8382,-0.7490,-1.5336,64771.0800,313185.0100
25,002371.SZ,2019-02-13,48.0892,49.8969,47.7496,48.2190,48.0892,0.1298,0.2699,106021.3000,515192.9480
26,002371.SZ,2019-02-14,47.7196,48.9281,47.1404,48.6784,48.2190,0.4594,0.9527,74968.7700,361250.4650
27,002371.SZ,2019-02-15,48.4187,48.7983,47.9194,48.0392,48.6784,-0.6392,-1.3131,49093.1700,236995.5630
28,002371.SZ,2019-02-18,48.1890,49.6572,47.3201,49.3476,48.0392,1.3084,2.7236,115185.8600,561139.0420
29,002371.SZ,2019-02-19,49.0879,50.1066,46.7508,47.7895,49.3476,-1.5581,-3.1574,140248.0600,678834.8860
30,002371.SZ,2019-02-20,47.5398,47.5998,46.4412,47.1204,47.7895,-0.6691,-1.4001,88598.5700,416989.2340
31,002371.SZ,2019-02-21,47.2203,48.4287,46.1516,46.3813,47.1204,-0.7391,-1.5685,107658.7100,511361.3160
32,002371.SZ,2019-02-22,46.3314,49.4974,46.3314,49.4374,46.3813,3.0561,6.5891,133367.5300,645070.8060
33,002371.SZ,2019-02-25,51.9343,54.0416,50.0367,53.2326,49.4374,3.7952,7.6768,181836.3100,951949.1750
34,002371.SZ,2019-02-26,52.9330,53.8119,50.8357,52.1340,53.2326,-1.0986,-2.0638,132151.5000,690376.0480
35,002371.SZ,2019-02-27,51.4349,52.4936,50.5460,51.2352,52.1340,-0.8988,-1.7240,88941.9400,460531.9330
36,002371.SZ,2019-02-28,51.7345,52.9430,50.9455,51.5148,51.2352,0.2796,0.5457,82886.7600,431012.9360
37,002371.SZ,2019-03-01,51.8344,52.2639,50.5560,51.6646,51.5148,0.1498,0.2908,53561.7800,274288.7110
38,002371.SZ,2019-03-04,52.9130,56.8281,51.9343,55.5098,51.6646,3.8452,7.4426,154521.4100,851925.2410
39,002371.SZ,2019-03-05,55.4399,61.0627,55.2301,61.0627,55.5098,5.5529,10.0035,121935.5500,715727.8980
40,002371.SZ,2019-03-06,66.9153,67.1650,62.4610,65.0876,61.0627,4.0249,6.5914,290321.7900,1893708.6020
41,002371.SZ,2019-03-07,65.2275,71.3897,63.3698,67.7143,65.0876,2.6267,4.0356,194252.6600,1306082.1800
42,002371.SZ,2019-03-08,66.9153,74.4858,63.4198,72.5582,67.7143,4.8439,7.1534,277152.3100,2004820.0460
43,002371.SZ,2019-03-11,76.3834,78.9002,65.3074,71.4096,72.5582,-1.1486,-1.5830,266829.6100,1915957.5650
44,002371.SZ,2019-03-12,73.7167,78.5506,72.4783,78.5506,71.4096,7.1410,10.0001,219181.1800,1666440.1500
45,002371.SZ,2019-03-13,80.3983,82.8951,70.8104,71.9090,78.5506,-6.6416,-8.4552,241677.6500,1868361.7280
46,002371.SZ,2019-03-14,69.9115,71.9090,67.2749,69.0127,71.9090,-2.8963,-4.0277,189184.9400,1310922.9240
47,002371.SZ,2019-03-15,69.8816,70.7105,67.3947,68.2936,69.0127,-0.7191,-1.0420,130318.2600,903876.3320
48,002371.SZ,2019-03-18,68.3435,71.5694,65.4672,70.8104,68.2936,2.5168,3.6853,141712.5000,971367.1140
49,002371.SZ,2019-03-19,69.7118,74.2061,68.4634,71.5694,70.8104,0.7590,1.0719,132538.0800,951137.1320
50,002371.SZ,2019-03-20,70.9103,71.7692,67.5345,69.2624,71.5694,-2.3070,-3.2234,107451.3500,743682.5830
51,002371.SZ,2019-03-21,69.0526,72.7080,67.9041,70.3310,69.2624,1.0686,1.5428,154107.3600,1090988.4170
52,002371.SZ,2019-03-22,71.6094,73.8466,69.2923,71.2698,70.3310,0.9388,1.3348,131694.5500,940216.7900
53,002371.SZ,2019-03-25,69.5120,73.3472,69.0926,71.0201,71.2698,-0.2497,-0.3504,139537.9500,1001070.7910
54,002371.SZ,2019-03-26,71.1500,73.0875,67.9141,67.9141,71.0201,-3.1060,-4.3734,133457.6600,943904.8900
55,002371.SZ,2019-03-27,68.8029,69.9515,66.0364,68.0239,67.9141,0.1098,0.1617,116533.8600,796479.3920
56,002371.SZ,2019-03-28,67.1251,71.4096,67.1151,68.1038,68.0239,0.0799,0.1175,120703.4300,834962.3780
57,002371.SZ,2019-03-29,67.6045,71.0102,65.4472,70.4009,68.1038,2.2971,3.3729,144111.1500,990117.9420
58,002371.SZ,2019-04-01,71.0501,74.9751,69.8516,73.4770,70.4009,3.0761,4.3694,151948.3100,1106895.6470
59,002371.SZ,2019-04-02,73.4071,77.4021,72.3884,72.8179,73.4770,-0.6591,-0.8970,149737.2500,1116685.6680
60,002371.SZ,2019-04-03,72.1287,73.7866,71.5095,73.1574,72.8179,0.3395,0.4662,90007.0200,652263.5250
61,002371.SZ,2019-04-04,74.4059,75.5644,70.0314,70.9103,73.1574,-2.2471,-3.0716,144161.0700,1038566.9320
62,002371.SZ,2019-04-08,70.4109,70.4109,66.6157,66.8155,70.9103,-4.0948,-5.7746,147346.9300,1004626.5060
63,002371.SZ,2019-04-09,66.9153,68.4034,65.8167,67.1650,66.8155,0.3495,0.5231,92466.4500,619155.6670
64,002371.SZ,2019-04-10,66.7955,67.2150,65.4472,66.5957,67.1650,-0.5693,-0.8476,74087.5500,491831.0050
65,002371.SZ,2019-04-11,66.5158,66.5158,62.6008,63.6794,66.5957,-2.9163,-4.3791,125861.6900,809414.1790
66,002371.SZ,2019-04-12,63.9990,65.2075,63.7394,64.5284,63.6794,0.8490,1.3332,68925.3200,444561.1230
67,002371.SZ,2019-04-15,65.7668,67.2649,63.2799,63.5596,64.5284,-0.9688,-1.5014,89472.9800,586779.0440
68,002371.SZ,2019-04-16,62.9304,67.0452,62.1813,66.8254,63.5596,3.2658,5.1382,114596.1000,745694.8490
69,002371.SZ,2019-04-17,66.7256,67.2549,65.5171,65.7168,66.8254,-1.1086,-1.6590,87633.3700,581708.8660
70,002371.SZ,2019-04-18,65.4472,66.5658,64.5783,64.8779,65.7168,-0.8389,-1.2765,55516.0000,362945.2060
71,002371.SZ,2019-04-19,64.6682,65.4072,63.6694,64.4185,64.8779,-0.4594,-0.7081,49148.2000,316845.3360
72,002371.SZ,2019-04-22,65.1675,67.2050,64.4185,65.3573,64.4185,0.9388,1.4573,110802.2700,732385.3660
73,002371.SZ,2019-04-23,65.2075,66.4160,63.0203,63.8892,65.3573,-1.4681,-2.2463,84483.4600,545158.9980
74,002371.SZ,2019-04-24,64.0689,67.1351,62.1314,66.6756,63.8892,2.7864,4.3613,131608.1200,859683.7380
75,002371.SZ,2019-04-25,66.4160,67.2649,62.7007,63.1601,66.6756,-3.5155,-5.2725,103771.4700,673820.3270
76,002371.SZ,2019-04-26,62.9104,65.4172,62.5009,63.8093,63.1601,0.6492,1.0279,85306.6900,549683.7900
77,002371.SZ,2019-04-29,64.3885,64.3885,61.0727,61.7219,63.8093,-2.0874,-3.2713,85799.1200,537175.0820
78,002371.SZ,2019-04-30,61.2525,62.9404,60.4735,60.9329,61.7219,-0.7890,-1.2783,65793.0200,406378.0730
