,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300136.SZ,2019-01-02,21.8582,22.2778,21.7483,21.7683,21.5885,0.1798,0.8329,265620.6300,584779.8170
1,300136.SZ,2019-01-03,21.3787,21.5585,19.8302,19.8602,21.7683,-1.9081,-8.7655,515070.7100,1057471.6430
2,300136.SZ,2019-01-04,18.9811,20.2598,18.8712,19.8203,19.8602,-0.0399,-0.2009,426601.7500,836528.1280
3,300136.SZ,2019-01-07,20.1100,21.3188,20.1000,21.1290,19.8203,1.3087,6.6028,430060.9600,892604.7340
4,300136.SZ,2019-01-08,21.0790,21.4087,20.5895,20.7993,21.1290,-0.3297,-1.5604,285501.2300,598990.6230
5,300136.SZ,2019-01-09,20.9691,21.6085,20.7294,21.0291,20.7993,0.2298,1.1048,356523.2000,759785.9760
6,300136.SZ,2019-01-10,21.0690,21.8283,20.8193,21.4386,21.0291,0.4095,1.9473,385579.6700,825460.9430
7,300136.SZ,2019-01-11,21.8782,21.9481,21.1989,21.3987,21.4386,-0.0399,-0.1861,348660.7700,751910.1820
8,300136.SZ,2019-01-14,21.3787,21.3787,20.0900,20.3697,21.3987,-1.0290,-4.8087,351277.7600,724238.3470
9,300136.SZ,2019-01-15,20.3797,20.8392,20.3098,20.6594,20.3697,0.2897,1.4222,295047.7000,609189.3470
10,300136.SZ,2019-01-16,20.8293,20.8592,19.9601,20.0800,20.6594,-0.5794,-2.8045,406834.6600,823852.7990
11,300136.SZ,2019-01-17,20.1799,20.3198,19.3807,19.4806,20.0800,-0.5994,-2.9851,376211.6700,742127.3220
12,300136.SZ,2019-01-18,19.5305,20.0300,18.9611,19.9901,19.4806,0.5095,2.6154,456663.4100,891899.5770
13,300136.SZ,2019-01-21,19.9701,20.7194,19.6604,20.6694,19.9901,0.6793,3.3982,498483.5300,1014866.0890
14,300136.SZ,2019-01-22,20.5795,20.6294,20.0101,20.1000,20.6694,-0.5694,-2.7548,321323.7100,651489.4450
15,300136.SZ,2019-01-23,19.8802,20.0500,19.5106,19.7403,20.1000,-0.3597,-1.7896,274945.3100,544276.1440
16,300136.SZ,2019-01-24,19.8302,21.5985,19.5505,21.1889,19.7403,1.4486,7.3383,752200.7300,1567526.8060
17,300136.SZ,2019-01-25,21.0790,22.3577,20.9192,21.7583,21.1889,0.5694,2.6873,785103.6800,1696133.1640
18,300136.SZ,2019-01-28,21.9282,23.0570,21.6584,22.5775,21.7583,0.8192,3.7650,731900.8100,1639759.2970
19,300136.SZ,2019-01-29,22.3477,22.4976,21.5286,22.2079,22.5775,-0.3696,-1.6370,535455.6400,1181216.3430
20,300136.SZ,2019-01-30,21.7284,22.9072,21.3987,22.4576,22.2079,0.2497,1.1244,611953.3800,1367435.7830
21,300136.SZ,2019-01-31,22.5176,23.2968,22.2878,22.6374,22.4576,0.1798,0.8006,529556.5800,1207211.4060
22,300136.SZ,2019-02-01,22.7873,23.2768,22.3377,23.0670,22.6374,0.4296,1.8977,471440.0800,1077470.5820
23,300136.SZ,2019-02-11,23.0570,24.9252,22.8872,24.5356,23.0670,1.4686,6.3667,593563.6100,1438721.8770
24,300136.SZ,2019-02-12,24.4556,24.8552,24.2159,24.5755,24.5356,0.0399,0.1626,513892.7300,1260201.0370
25,300136.SZ,2019-02-13,24.4556,25.5545,24.4257,24.7054,24.5755,0.1299,0.5286,713896.8400,1781207.4290
26,300136.SZ,2019-02-14,24.5455,25.5446,24.2059,25.1450,24.7054,0.4396,1.7794,581127.3200,1451009.1140
27,300136.SZ,2019-02-15,24.9751,25.4047,24.2359,24.3657,25.1450,-0.7793,-3.0992,599479.9900,1490770.8430
28,300136.SZ,2019-02-18,24.7354,26.1939,24.1260,25.9541,24.3657,1.5884,6.5190,850360.5800,2137717.3410
29,300136.SZ,2019-02-19,25.9841,26.2738,24.9851,25.3747,25.9541,-0.5794,-2.2324,756992.5800,1940616.2940
30,300136.SZ,2019-02-20,25.3547,25.8343,24.7553,25.8143,25.3747,0.4396,1.7324,546213.5900,1385017.0880
31,300136.SZ,2019-02-21,25.6045,27.4427,25.5545,25.9541,25.8143,0.1398,0.5416,930139.6000,2471325.4820
32,300136.SZ,2019-02-22,26.1739,28.5516,26.1739,28.4716,25.9541,2.5175,9.6998,931737.1200,2546732.9770
33,300136.SZ,2019-02-25,29.3707,31.2189,29.1909,29.8303,28.4716,1.3587,4.7721,1076184.7100,3224952.0520
34,300136.SZ,2019-02-26,30.0001,31.6585,29.0710,30.1500,29.8303,0.3197,1.0717,973900.0100,2938293.4310
35,300136.SZ,2019-02-27,30.9691,31.2189,29.3208,29.8702,30.1500,-0.2798,-0.9280,714898.9900,2166493.9300
36,300136.SZ,2019-02-28,29.9701,30.1699,28.9911,29.6704,29.8702,-0.1998,-0.6689,490170.0100,1452860.0560
37,300136.SZ,2019-03-01,30.1200,30.3198,29.3308,30.1699,29.6704,0.4995,1.6835,505438.8200,1513658.4700
38,300136.SZ,2019-03-04,30.7494,31.4687,29.9701,30.3598,30.1699,0.1899,0.6294,823701.1600,2533530.1880
39,300136.SZ,2019-03-05,30.1600,31.5686,29.7903,31.5686,30.3598,1.2088,3.9816,727311.9200,2225130.0690
40,300136.SZ,2019-03-06,31.7783,32.3478,30.1200,30.8692,31.5686,-0.6994,-2.2155,807054.2800,2497556.0580
41,300136.SZ,2019-03-07,30.4696,30.4696,28.8213,29.5006,30.8692,-1.3686,-4.4335,1006166.6000,2986770.1170
42,300136.SZ,2019-03-08,28.4616,30.7294,28.0521,29.2908,29.5006,-0.2098,-0.7112,767441.0700,2278130.3360
43,300136.SZ,2019-03-11,29.9102,30.2499,29.1010,30.1999,29.2908,0.9091,3.1037,556706.5300,1663529.2510
44,300136.SZ,2019-03-12,30.9192,31.3188,29.8303,30.4696,30.1999,0.2697,0.8930,712418.6600,2183655.3080
45,300136.SZ,2019-03-13,30.3198,30.4297,28.9711,29.2609,30.4696,-1.2087,-3.9669,561363.7800,1665458.4700
46,300136.SZ,2019-03-14,28.9811,30.1699,28.9711,29.8702,29.2609,0.6093,2.0823,499952.3600,1483802.0940
47,300136.SZ,2019-03-15,30.0601,30.1100,29.0211,29.3108,29.8702,-0.5594,-1.8728,452255.4100,1336851.6060
48,300136.SZ,2019-03-18,28.9811,29.9202,28.1719,29.7504,29.3108,0.4396,1.4998,435066.1800,1266395.9700
49,300136.SZ,2019-03-19,29.8802,31.1490,29.7803,30.4597,29.7504,0.7093,2.3842,562577.3700,1721317.9610
50,300136.SZ,2019-03-20,30.6095,30.8493,29.4706,30.1200,30.4597,-0.3397,-1.1152,419202.5200,1261372.4710
51,300136.SZ,2019-03-21,30.1200,31.0890,29.8802,30.7194,30.1200,0.5994,1.9900,535063.8800,1635010.7100
52,300136.SZ,2019-03-22,30.5895,30.9192,29.7404,30.3797,30.7194,-0.3397,-1.1058,434815.2000,1315671.8760
53,300136.SZ,2019-03-25,29.4706,30.1500,29.3008,29.3807,30.3797,-0.9990,-3.2884,359084.6200,1066350.7540
54,300136.SZ,2019-03-26,29.6605,29.6605,27.9721,28.0321,29.3807,-1.3486,-4.5901,421275.9500,1212010.1410
55,300136.SZ,2019-03-27,28.2718,28.3717,27.0531,27.7224,28.0321,-0.3097,-1.1048,380136.5300,1050252.9490
56,300136.SZ,2019-03-28,27.7623,28.9012,27.6125,27.7623,27.7224,0.0399,0.1439,400844.2600,1134991.1040
57,300136.SZ,2019-03-29,27.7623,28.8712,27.2728,28.7913,27.7623,1.0290,3.7065,378795.7000,1069600.4380
58,300136.SZ,2019-04-01,28.9811,30.1300,28.9811,30.0601,28.7913,1.2688,4.4069,574169.8200,1698137.9900
59,300136.SZ,2019-04-02,30.1500,30.4197,29.6804,29.7004,30.0601,-0.3597,-1.1966,491406.7200,1473458.0930
60,300136.SZ,2019-04-03,29.4706,30.1100,29.2708,29.9801,29.7004,0.2797,0.9417,349063.9700,1039897.8920
61,300136.SZ,2019-04-04,30.1699,30.2698,29.3707,29.5306,29.9801,-0.4495,-1.4993,368597.6900,1097771.0580
62,300136.SZ,2019-04-08,29.8203,29.9402,28.2419,28.5216,29.5306,-1.0090,-3.4168,416283.0500,1206259.8900
63,300136.SZ,2019-04-09,28.5416,29.3108,28.2519,28.8513,28.5216,0.3297,1.1560,245709.1300,710353.3790
64,300136.SZ,2019-04-10,28.5316,29.7004,28.4117,29.3608,28.8513,0.5095,1.7660,368141.5800,1073413.6020
65,300136.SZ,2019-04-11,29.3608,29.3608,28.2718,28.2718,29.3608,-1.0890,-3.7090,273640.2700,787192.1660
66,300136.SZ,2019-04-12,28.2718,28.7014,27.8423,28.0521,28.2718,-0.2197,-0.7771,221651.0900,625911.8690
67,300136.SZ,2019-04-15,28.5216,29.3508,28.3418,28.3717,28.0521,0.3196,1.1393,333287.3200,963854.2580
68,300136.SZ,2019-04-16,28.3518,31.2089,28.0221,31.2089,28.3717,2.8372,10.0001,979729.8800,2958556.8360
69,300136.SZ,2019-04-17,31.5586,31.5586,30.6195,30.7693,31.2089,-0.4396,-1.4086,787656.9800,2446294.9570
70,300136.SZ,2019-04-18,30.9492,31.3288,30.1200,30.6195,30.7693,-0.1498,-0.4868,555104.4800,1709227.9330
71,300136.SZ,2019-04-19,30.5695,31.2589,29.7504,30.9592,30.6195,0.3397,1.1094,458594.4300,1400539.9730
72,300136.SZ,2019-04-22,31.0990,31.7184,29.8103,29.9801,30.9592,-0.9791,-3.1625,517790.8200,1595171.8340
73,300136.SZ,2019-04-23,29.9502,30.3398,29.3707,29.4307,29.9801,-0.5494,-1.8325,350332.7800,1044937.3720
74,300136.SZ,2019-04-24,29.7703,30.6195,29.3907,30.5895,29.4307,1.1588,3.9374,390180.7800,1173422.5460
75,300136.SZ,2019-04-25,29.9202,30.1100,28.4716,28.6714,30.5895,-1.9181,-6.2705,442935.9100,1307965.0800
76,300136.SZ,2019-04-26,28.4816,29.4107,28.3717,28.7613,28.6714,0.0899,0.3136,314740.2400,911694.2580
77,300136.SZ,2019-04-29,28.6614,28.9512,25.9741,26.9731,28.7613,-1.7882,-6.2174,457243.3900,1251674.5780
78,300136.SZ,2019-04-30,26.8632,27.2728,26.6335,26.7633,26.9731,-0.2098,-0.7778,217345.7300,586089.3120
79,300136.SZ,2019-05-06,24.9751,25.4247,24.0860,24.0860,26.7633,-2.6773,-10.0036,356930.3900,877339.2560
