,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601298.SH,2019-01-21,5.1346,6.1653,5.1346,6.1653,4.2804,1.8849,44.0356,7617.7400,5050.1870
1,601298.SH,2019-01-22,6.7781,6.7781,6.7781,6.7781,6.1653,0.6128,9.9395,10147.7000,7407.8210
2,601298.SH,2019-01-23,7.4559,7.4559,7.4559,7.4559,6.7781,0.6778,9.9999,234398.7900,188222.2280
3,601298.SH,2019-01-24,7.5116,8.1987,7.4280,8.1987,7.4559,0.7428,9.9626,2736342.7200,2266086.6290
4,601298.SH,2019-01-25,7.9573,7.9573,7.3816,7.3816,8.1987,-0.8171,-9.9662,1687882.2300,1378409.5560
5,601298.SH,2019-01-28,7.0566,7.1402,6.6481,6.6945,7.3816,-0.6871,-9.3083,1325129.6200,971125.8580
6,601298.SH,2019-01-29,6.5552,6.8059,6.4160,6.6110,6.6945,-0.0835,-1.2473,749299.9000,532433.8680
7,601298.SH,2019-01-30,6.5552,6.6110,6.2024,6.2117,6.6110,-0.3993,-6.0399,773066.0100,531915.6220
8,601298.SH,2019-01-31,6.2117,6.2767,5.8589,5.9239,6.2117,-0.2878,-4.6332,680650.7100,444286.4580
9,601298.SH,2019-02-01,5.9796,6.0817,5.9424,5.9981,5.9239,0.0742,1.2526,392543.4200,253720.9270
10,601298.SH,2019-02-11,6.0631,6.2860,5.9703,6.2210,5.9981,0.2229,3.7162,546719.2500,360934.1750
11,601298.SH,2019-02-12,6.1746,6.2953,6.1560,6.2303,6.2210,0.0093,0.1495,515749.6400,345369.8690
12,601298.SH,2019-02-13,6.1746,6.3510,6.1653,6.2953,6.2303,0.0650,1.0433,637496.8600,429223.1940
13,601298.SH,2019-02-14,6.3045,6.6388,6.2581,6.5088,6.2953,0.2135,3.3914,892398.1300,620675.5780
14,601298.SH,2019-02-15,6.4531,6.5367,6.4067,6.4253,6.5088,-0.0835,-1.2829,540525.2200,375820.9480
15,601298.SH,2019-02-18,6.4810,6.5645,6.3695,6.5274,6.4253,0.1021,1.5890,679036.8800,473790.2930
16,601298.SH,2019-02-19,6.5274,6.8245,6.4810,6.6388,6.5274,0.1114,1.7067,983785.1200,703160.1330
17,601298.SH,2019-02-20,6.5924,6.6110,6.4067,6.4624,6.6388,-0.1764,-2.6571,658586.2700,460428.5650
18,601298.SH,2019-02-21,6.4345,6.4717,6.3417,6.3603,6.4624,-0.1021,-1.5799,520090.6400,358471.1030
19,601298.SH,2019-02-22,6.3974,6.4903,6.3788,6.4717,6.3603,0.1114,1.7515,512043.1700,354665.8250
20,601298.SH,2019-02-25,6.5367,6.7781,6.4438,6.7502,6.4717,0.2785,4.3034,1069695.8800,764647.9460
21,601298.SH,2019-02-26,6.9452,7.4188,6.8059,7.0102,6.7502,0.2600,3.8517,1505520.3300,1154681.8690
22,601298.SH,2019-02-27,6.9081,7.5673,6.9081,7.4280,7.0102,0.4178,5.9599,1393646.0300,1083487.9250
23,601298.SH,2019-02-28,7.4280,7.7623,7.2052,7.2331,7.4280,-0.1949,-2.6239,1100971.7700,885494.2690
